title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
.hack//SIGN,tv,"Action, Adventure, Animation",2002,tt0361140,6.8,1471,JP
"Space Cobra",tv,"Action, Adventure, Animation",1982,tt0235138,8.4,933,JP
"Digimon Frontier",tv,"Action, Adventure, Animation",2002,tt0316975,6.7,2973,US
"Brave Raideen",tv,"Adventure, Animation, Fantasy",1975,tt0374472,6.5,75,JP
"Digimon Tamers",tv,"Action, Adventure, Animation",2001,tt0295080,7.6,2382,US
"Kiddy Grade",tv,"Action, Adventure, Animation",2002,tt0377210,6.8,381,JP
"Paranoia Agent",tv,"Animation, Drama, Horror",2004,tt0433722,8,14845,JP
"Basilisk: The Kouga Ninja Scrolls",tv,"Action, Adventure, Animation",2005,tt0856348,7.8,4456,JP
"Bubblegum Crisis: Tokyo 2040",tv,"Action, Adventure, Animation",1998,tt0175385,7.1,938,JP
"Ultimate Muscle: The Kinnikuman Legacy",tv,"Action, Animation, Comedy",2002,tt0341985,7.4,527,JP
"Nanny and the Professor",tv,"Comedy, Fantasy",1970,tt0065326,7.1,1055,JP
"Saving Grace",tv,"Crime, Drama, Fantasy",2007,tt0830900,7.6,5821,US
Chowder,tv,"Adventure, Animation, Comedy",2007,tt1140100,7.3,15921,US
Bridezillas,tv,"Action, Reality-TV",2004,tt0462085,3.8,706,US
"The Dana Carvey Show",tv,Comedy,1996,tt0115148,7.3,1309,JP
"The White Shadow",tv,"Drama, Sport",1978,tt0077101,8,1562,JP
Snapped,tv,"Crime, Documentary",2004,tt0429434,7.7,1712,US
Primeval,tv,"Action, Adventure, Drama",2007,tt0808096,7.2,15679,"JP, US"
Archer,tv,"Action, Animation, Comedy",2009,tt1486217,8.6,168644,US
"The Joy of Painting",tv,"Documentary, Family",1983,tt0383795,9.3,6468,US
"It Takes a Thief",tv,"Action, Adventure, Crime",1968,tt0062572,7.5,2258,JP
"True Blood",tv,"Drama, Fantasy, Mystery",2008,tt0844441,7.9,263188,US
"Sonic X",tv,"Action, Adventure, Animation",2003,tt0367413,6.3,5832,US
"Forensic Files",tv,"Crime, Documentary",1996,tt0247882,8.8,7487,US
Intervention,tv,"Documentary, Drama",2005,tt0450920,7.9,3102,US
"Pasión de gavilanes",tv,"Drama, Romance",2003,tt0387763,7.8,3061,US
Gantz,tv,"Action, Animation, Drama",2004,tt0434685,7.2,8900,JP
"Magical Shopping Arcade Abenobashi",tv,"Action, Adventure, Animation",2002,tt0398412,7.3,744,JP
"Cromartie High School",tv,"Animation, Comedy",2003,tt0387775,7.6,933,JP
"Kaleido Star",tv,"Animation, Comedy, Drama",2003,tt0444953,7.7,1010,JP
"Yu-Gi-Oh! GX",tv,"Action, Adventure, Animation",2004,tt0493334,6.8,5449,US
"Devil May Cry: The Animated Series",tv,"Action, Animation, Fantasy",2007,tt1048049,7,5800,US
"Black Lagoon",tv,"Action, Adventure, Animation",2006,tt0962826,7.9,18681,JP
Mai-HiME,tv,"Action, Adventure, Animation",2004,tt0824043,7.3,853,JP
"Dragon Ball",tv,"Action, Adventure, Animation",1986,tt0088509,8.5,68812,"JP, US"
"Build It Bigger",tv,Documentary,2006,tt1056754,7.6,403,US
"Dragon Ball GT",tv,"Action, Adventure, Animation",1996,tt0139774,6.8,29682,"JP, US"
"Murdoch Mysteries",tv,"Crime, Drama, Mystery",2008,tt1091909,8.2,18192,US
"Dragon Ball Z",tv,"Action, Adventure, Animation",1989,tt0121220,8.8,90606,JP
"Flipping Out",tv,Reality-TV,2007,tt1078394,7,1312,JP
"Inspector George Gently",tv,"Crime, Drama, Mystery",2007,tt1430509,8.1,8864,JP
"Oliver Twist",tv,"Drama, History",2007,tt1065309,7.3,3176,US
"New Tricks",tv,"Comedy, Crime, Drama",2003,tt0362357,8,9124,US
"He Who Can't Marry",tv,"Comedy, Drama",2006,tt1252621,8,1249,JP
"Ancient Rome: The Rise and Fall of an Empire",tv,"Documentary, Drama, History",2006,tt0864944,7.9,2016,JP
"Space Runaway Ideon",tv,"Action, Animation, Drama",1980,tt0476513,7.1,154,JP
"Genesis Climber Mospeada",tv,"Action, Adventure, Animation",1983,tt0156215,7.5,283,JP
Gatchaman,tv,"Action, Adventure, Animation",1972,tt0068792,7.8,893,JP
"Little Dorrit",tv,"Drama, Mystery, Romance",2008,tt1178522,8.2,10728,JP
"Jane Eyre",tv,"Drama, Romance",2006,tt0780362,8.3,22704,"JP, US"
"Sense & Sensibility",tv,"Drama, Romance",2008,tt0847150,8,13262,US
"Death Note",tv,"Animation, Crime, Drama",2006,tt0877057,8.9,398335,"JP, US"
Usavich,tv,"Adventure, Animation, Comedy",2006,tt3986702,7.6,194,JP
"The New Detectives: Case Studies in Forensic Science",tv,"Crime, Documentary",1996,tt0279573,7.8,614,US
Mistresses,tv,Drama,2008,tt0969007,7.6,2203,JP
Cranford,tv,Drama,2007,tt0974077,8.3,10881,JP
"Rock of Love with Bret Michaels",tv,"Game-Show, Music, Reality-TV",2007,tt0965393,4.8,2050,US
Survivor,tv,"Adventure, Game-Show, Reality-TV",2000,tt0239195,7.5,27962,US
Damo,tv,"Action, Comedy, Crime",2003,tt0477496,7.4,265,JP
"Seibu keisatsu",tv,"Action, Crime",1979,tt0182653,8.1,13,JP
"Keeping Up with the Kardashians",tv,"Family, Reality-TV",2007,tt1086761,2.9,31721,JP
Heartland,tv,"Drama, Family",2007,tt1094229,8.5,20673,US
"Adventure Time",tv,"Action, Adventure, Animation",2010,tt1305826,8.6,117239,US
"The Farmer Wants a Wife",tv,"Reality-TV, Romance",2007,tt1255258,4.8,137,US
Monsterquest,tv,"Documentary, History, Mystery",2007,tt1170243,7,1123,US
"Ax Men",tv,"Documentary, Reality-TV",2008,tt1197649,5.6,1387,"JP, US"
"The Cleveland Show",tv,"Adventure, Animation, Comedy",2009,tt1195935,5.6,43395,US
"1000 Ways to Die",tv,"Comedy, Documentary, Horror",2008,tt1105711,6.8,4471,JP
"The Clone",tv,Drama,2010,tt1596029,6.6,497,US
"What Would You Do?",tv,Reality-TV,2009,tt1361787,7.1,1140,US
"Total Wipeout",tv,"Game-Show, Reality-TV",2009,tt1294955,6,1590,US
Mononoke,tv,"Animation, Fantasy, Horror",2007,tt1992935,8.2,3189,JP
Keizoku,tv,"Crime, Mystery",1999,tt0207256,8,125,JP
Ghosts,tv,"Comedy, Fantasy",2019,tt8594324,8.4,28165,JP
"I Survived...",tv,"Biography, Documentary",2008,tt1084694,8.5,1123,US
Chopped,tv,"Game-Show, Reality-TV",2007,tt1353281,7.4,4578,US
Whitechapel,tv,"Crime, Mystery, Thriller",2009,tt1186356,7.8,15198,"JP, US"
"10 Things I Hate About You",tv,Comedy,2009,tt1321805,7.2,6544,US
"Make It or Break It",tv,"Drama, Sport",2009,tt1332030,7.5,10580,US
"Zeke and Luther",tv,"Action, Adventure, Comedy",2009,tt1189346,6.4,4021,US
"Rob Dyrdek's Fantasy Factory",tv,"Comedy, Reality-TV",2009,tt1344970,7.6,2907,JP
"Kick Buttowski: Suburban Daredevil",tv,"Action, Adventure, Animation",2010,tt1600757,6.7,6625,US
"NCIS: Los Angeles",tv,"Action, Crime, Drama",2009,tt1378167,6.8,58296,JP
,tv,"Drama, Soap",2009,,,,US
"UFO Hunters",tv,"Documentary, History, Sci-Fi",2008,tt1176951,6.4,1030,US
"Time bokan",tv,"Animation, Family, Sci-Fi",1975,tt0488470,7.3,80,JP
"Shin Jeeg",tv,"Action, Animation, Sci-Fi",2007,tt2006485,7.1,43,JP
"David Copperfield",tv,Drama,1999,tt0167872,7.6,5162,US
"Ghost Adventures",tv,"Documentary, History, Reality-TV",2008,tt1319900,7.2,10577,US
Tosh.0,tv,Comedy,2009,tt1430587,7.3,16739,JP
"The Vampire Diaries",tv,"Drama, Fantasy, Horror",2009,tt1405406,7.7,357807,JP
"Cougar Town",tv,"Comedy, Romance",2009,tt1441109,7,46391,US
"The Big O",tv,"Action, Adventure, Animation",1999,tt0280240,7.5,2417,JP
"Cake Boss",tv,"Family, Reality-TV",2009,tt1444382,6.6,3390,US
"Fat Dog Mendoza",tv,"Animation, Comedy, Family",1998,tt0298646,6,179,JP
"Patton 360",tv,"Documentary, History, War",2009,tt1409728,7.2,208,US
Byakuyako,tv,"Drama, Mystery, Romance",2006,tt0983950,7.4,678,JP
"Afro Samurai",tv,"Action, Adventure, Animation",2007,tt0465316,7.6,18636,US
"Amazing Wedding Cakes",tv,Reality-TV,2008,tt1289987,7.6,91,US
"Mashin Hero Wataru",tv,"Adventure, Animation, Comedy",1988,tt0462651,7.4,152,JP
"Rose Red",tv,"Horror, Mystery, Thriller",2002,tt0259153,6.7,27574,US
,tv,Drama,,,,,US
"Futatsu no supika",tv,"Animation, Drama",2003,tt1491857,7.2,34,JP
"Magical Girl Lyrical Nanoha",tv,"Action, Adventure, Animation",2004,tt0808082,6.8,228,JP
,tv,,2004,,,,JP
Sherlock,tv,"Crime, Drama, Mystery",2010,tt1475582,9.1,1022273,"JP, US"
Casshan,tv,"Action, Adventure, Animation",1973,tt0192886,7.6,205,JP
"Mobile Suit Gundam SEED",tv,"Action, Adventure, Animation",2002,tt0374407,7.7,2777,JP
,tv,"Animation, Action & Adventure",1982,,,,JP
"Magical DoReMi",tv,"Action, Adventure, Animation",1999,tt0303503,6.6,886,JP
Chuggington,tv,"Adventure, Animation, Comedy",2008,tt1307510,5.8,786,US
Witchblade,tv,"Action, Adventure, Animation",2006,tt0813971,6.9,1654,JP
,tv,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",1995,,,,JP
"Yu-Gi-Oh! 5D's",tv,"Action, Adventure, Animation",2008,tt1196094,7,2078,US
Freezing,tv,Comedy,2008,tt1151072,7.1,198,JP
,tv,,2005,,,,US
"Monday Monday",tv,"Comedy, Drama",2009,tt1253090,7,527,JP
"White Collar",tv,"Comedy, Crime, Drama",2009,tt1358522,8.2,145656,US
"House of Cards",tv,Drama,1990,tt0098825,8.5,15257,JP
"Gurren Lagann",tv,"Action, Adventure, Animation",2007,tt0948103,8.3,22108,US
"Mobile Suit Gundam Wing",tv,"Action, Adventure, Animation",1995,tt0159193,8,5028,US
"Mobile Suit Gundam",tv,"Action, Adventure, Animation",1979,tt0159172,7.9,2941,JP
"Mobile Suit Gundam 00",tv,"Action, Animation, Drama",2007,tt1134000,8.1,2787,US
"Macross Plus",tv,"Adventure, Animation, Drama",1994,tt0110426,7.8,4073,JP
"Patlabor: The TV Series",tv,"Action, Animation, Comedy",1989,tt0159883,7.6,749,JP
"Patlabor: The New Files",tv,"Action, Animation, Comedy",1990,tt0160424,7.6,298,JP
"Eden of the East",tv,"Action, Animation, Comedy",2009,tt1415054,7.4,4116,JP
"Pawn Stars",tv,"Comedy, Reality-TV",2009,tt1492088,7.2,18260,US
"Perro Amor",tv,Drama,2010,tt1576074,6.2,150,US
Parenthood,tv,"Comedy, Drama",2010,tt1416765,8.3,38043,US
"Peace Maker Kurogane",tv,"Action, Adventure, Animation",2003,tt0796142,6.3,350,JP
"Gokujô!! Mecha mote iinchô",tv,Animation,2009,tt1414414,7,12,JP
"One Outs",tv,"Animation, Drama, Sport",2008,tt1411815,8.2,1985,JP
"Shakugan No Shana",tv,"Action, Adventure, Animation",2005,tt0972713,6.9,1240,JP
"What's Up Mechadoc",tv,"Action, Animation, Comedy",1984,tt1377255,7.5,19,JP
"The File of Young Kindaichi",tv,"Action, Animation, Crime",1997,tt0348952,7.9,233,JP
"Dangerous Encounters",tv,Documentary,2005,tt0924555,7.3,101,JP
"Jigoku sensei Nube",tv,"Action, Animation, Comedy",1996,tt0877508,6.9,118,JP
,tv,,1963,,,,JP
"Nadia: The Secret of Blue Water",tv,"Action, Adventure, Animation",1990,tt0096591,7.8,2115,JP
Gokusen,tv,"Animation, Comedy, Drama",2004,tt0450430,7.2,385,JP
,tv,"Documentary, Reality",2008,,,,US
,tv,Animation,2009,,,,JP
"Sengoku Basara",tv,"Action, Animation, Drama",2009,tt1411816,6.7,551,JP
"When They Cry",tv,"Animation, Drama, Horror",2006,tt0845738,7.8,6715,JP
"Fafner Exodus",tv,"Action, Animation, Drama",2015,tt6278620,7.4,44,JP
,tv,Drama,2008,,,,JP
Supernanny,tv,"Documentary, Reality-TV",2005,tt0429442,5.3,1959,US
"Glass Fleet: La Legende du Vent de l'Univers",tv,"Adventure, Animation, Sci-Fi",2006,tt0870976,6.5,89,JP
Trigun,tv,"Action, Adventure, Animation",1998,tt0251439,8.2,24787,"JP, US"
"Step Up Love Story",tv,"Animation, Comedy, Drama",2002,tt0929753,6.1,231,JP
"Spice and Wolf",tv,"Adventure, Animation, Drama",2008,tt1158671,7.7,5258,"JP, US"
Mushi-Shi,tv,"Animation, Drama, Fantasy",2005,tt0807832,8.5,15000,JP
"Soul Hunter",tv,"Action, Adventure, Animation",1999,tt0224528,6.9,124,JP
"Ninja Scroll: The Series",tv,"Action, Adventure, Animation",2003,tt0400690,6.8,1897,JP
"David Tutera's CELEBrations",tv,Reality-TV,2008,tt1489508,6.4,239,US
"The Prince of Tennis",tv,"Action, Animation, Comedy",2001,tt0466352,7.4,1000,JP
"John Edward Cross Country",tv,Talk-Show,2006,tt0848540,4.9,73,US
,tv,"Animation, Kids",2002,,,,JP
"Tales of Agriculture",tv,"Animation, Comedy, Drama",2007,tt1143514,7.1,216,JP
"The Awesomes",tv,"Action, Animation, Comedy",2013,tt2818496,7.2,1651,US
"Rurouni Kenshin",tv,"Action, Adventure, Animation",1996,tt0182629,8.5,20918,US
"Saber Marionette R",tv,"Animation, Comedy, Sci-Fi",1995,tt3422000,6.7,39,JP
"First Love",tv,Drama,2002,tt0461870,6.2,15,JP
,tv,,2009,,,,US
"House Hunters International",tv,Reality-TV,2006,tt0795129,7,1431,US
MAJOR,tv,"Animation, Sport",2004,tt1693435,8.1,417,JP
,tv,,2009,,,,US
"Extreme Homes",tv,Documentary,2012,tt2829712,6.4,68,US
Mobsters,tv,Documentary,2007,tt1280729,8.3,206,US
"Mobile Fighter G Gundam",tv,"Action, Adventure, Animation",1994,tt0159182,7.5,1198,JP
Archangel,tv,"Crime, Drama, Mystery",2005,tt0426911,6.4,6349,JP
"Yawara! A Fashionable Judo Girl",tv,"Action, Animation, Comedy",1989,tt0159932,7.3,147,JP
,tv,,2008,,,,US
"Tales of Eternia: The Animation",tv,"Action, Adventure, Animation",2001,tt1920505,5.6,44,JP
Shinchan,tv,"Animation, Comedy, Family",1992,tt12853970,8.4,1758,JP
"Yu Yu Hakusho: Ghost Files",tv,"Action, Adventure, Animation",1992,tt0185133,8.5,16631,"JP, US"
"Shark Tank",tv,"Family, Game-Show, Reality-TV",2009,tt1442550,7.7,10948,US
"The Amazing Race",tv,"Adventure, Family, Reality-TV",2001,tt0285335,7.8,15764,US
"A Certain Scientific Railgun",tv,"Action, Animation, Comedy",2009,tt1515996,7.5,1978,US
Monster,tv,"Animation, Crime, Drama",2004,tt0434706,8.7,50049,JP
"Hikaru no Go",tv,"Adventure, Animation, Comedy",2001,tt0426711,8.3,1468,"JP, US"
"Detective Conan",tv,"Action, Animation, Comedy",1996,tt0131179,8.5,15937,JP
Bleach,tv,"Action, Adventure, Animation",2004,tt0434665,8.2,74617,"JP, US"
"Cowboy Bebop",tv,"Action, Adventure, Animation",1998,tt0213338,8.9,145179,"JP, US"
"Regular Show",tv,"Action, Adventure, Animation",2010,tt1710308,8.5,61839,US
"Raising Sextuplets",tv,Documentary,2009,tt1454842,4.4,57,US
Misfits,tv,"Comedy, Drama, Fantasy",2009,tt1548850,8.2,109008,"JP, US"
"Jersey Shore",tv,"Comedy, Reality-TV, Romance",2009,tt1563069,3.9,24714,US
"Samurai High School",tv,Drama,2009,tt1532162,6.7,164,JP
"The League",tv,"Comedy, Sport",2009,tt1480684,8.2,52686,US
"Lupin the Third",tv,"Action, Adventure, Animation",1971,tt0159175,7.9,2519,JP
"Buso Renkin",tv,"Action, Adventure, Animation",2006,tt0877507,6.8,600,US
"Covert Affairs",tv,"Action, Comedy, Crime",2010,tt1495708,7.3,31960,JP
"Digimon: Digital Monsters",tv,"Action, Adventure, Animation",1999,tt0210418,7.4,23734,"JP, US"
"Gad Guard",tv,"Animation, Sci-Fi",2003,tt0813706,7.1,90,JP
Kekkaishi,tv,"Action, Adventure, Animation",2006,tt1608924,7.5,556,JP
"Jyu oh sei",tv,"Animation, Drama, Mystery",2006,tt0973423,6.8,514,JP
"Gun x Sword",tv,"Action, Animation, Sci-Fi",2005,tt0991047,7.1,619,JP
"Marriage of God & Soul Godannar!!",tv,"Action, Animation, Comedy",2003,tt1634548,6.8,82,JP
"Pumpkin Scissors",tv,"Action, Adventure, Animation",2006,tt1132544,6.8,276,JP
"Street Fighter II: V",tv,"Action, Adventure, Animation",1995,tt0144069,7.5,2535,JP
"Corpse Princess: Aka",tv,"Action, Adventure, Animation",2008,tt1301958,6.8,507,US
"Code Geass",tv,"Action, Animation, Drama",2006,tt0994314,8.7,84732,JP
"Casshern Sins",tv,"Action, Adventure, Animation",2008,tt0235119,7,975,JP
"Billy the Exterminator",tv,Reality-TV,2009,tt1395384,6.1,994,US
"Worst Cooks in America",tv,"Comedy, Game-Show, Reality-TV",2010,tt1570957,6.3,1733,US
"Naruto: Shippuden",tv,"Action, Adventure, Animation",2007,tt0988824,8.7,181878,"JP, US"
"Fullmetal Alchemist: Brotherhood",tv,"Action, Adventure, Animation",2009,tt1355642,9.1,207131,"JP, US"
"Pretty Little Liars",tv,"Drama, Mystery, Romance",2010,tt1578873,7.4,181148,"JP, US"
"Melissa & Joey",tv,"Comedy, Romance",2010,tt1597420,7,19961,US
Missing,tv,"Action, Crime, Drama",2010,tt1648934,6.9,163,US
"American Pickers",tv,"Documentary, Reality-TV",2010,tt1596786,7,8674,US
"Food Tech",tv,"Adventure, Documentary",2010,tt1589067,8,148,US
"The Killing",tv,"Crime, Drama, Mystery",2007,tt0826760,8.4,30703,JP
,tv,Mystery,2010,,,,JP
"Armored Trooper VOTOMS",tv,"Action, Animation, Drama",1983,tt0085092,7.6,240,JP
"Sky High",tv,"Action, Drama, Fantasy",2003,tt0893238,7.6,36,JP
"Horrible Histories",tv,"Comedy, Family, History",2009,tt1400819,8.7,6234,US
"Food Revolution",tv,Reality-TV,2010,tt1563697,8,835,US
"Ancient Aliens",tv,"Fantasy, History, Sci-Fi",2009,tt1643266,7,12864,US
"Law & Order: LA",tv,"Crime, Drama, Mystery",2010,tt1657081,6.7,2875,JP
"The Rose of Versailles",tv,"Action, Animation, Drama",1979,tt0078570,8.3,2423,JP
"Blue Bloods",tv,"Crime, Drama, Mystery",2010,tt1595859,7.7,49490,US
"Body of Proof",tv,"Comedy, Crime, Drama",2011,tt1587669,7.1,20378,US
"Bob's Burgers",tv,"Animation, Comedy",2011,tt1561755,8.2,95074,US
"El Fantasma de Elena",tv,"Action, Crime, Drama",2010,tt1730842,6.8,150,US
"Basketball Wives",tv,Reality-TV,2010,tt1637756,3.6,792,JP
"Hawaii Five-0",tv,"Action, Crime, Drama",2010,tt1600194,7.4,79820,JP
"Celebrity Ghost Stories",tv,"Documentary, Horror",2008,tt1320080,7,1133,US
"Raising Hope",tv,"Comedy, Family",2010,tt1615919,8.1,41380,US
"Happy Endings",tv,"Comedy, Romance",2011,tt1587678,7.8,40511,US
"Top Shot",tv,"Reality-TV, Sport",2010,tt1569972,7.6,1588,US
"Cupcake Wars",tv,"Game-Show, Reality-TV",2009,tt1517749,5.8,1039,JP
"The Glades",tv,"Action, Crime, Drama",2010,tt1552112,7.4,15131,US
Offspring,tv,"Comedy, Drama",2010,tt1530541,8.3,5622,US
"Alguien Te Mira",tv,"Crime, Horror, Thriller",2010,tt1748418,7.5,203,US
,tv,Drama,,,,,US
"Undercover Boss",tv,Reality-TV,2010,tt1442553,5.8,3823,US
"Say Yes to the Dress: Atlanta",tv,Reality-TV,2010,tt1730755,5.7,525,US
Terriers,tv,"Comedy, Crime, Drama",2010,tt1493239,8.4,11397,US
"The Legend of Korra",tv,"Action, Adventure, Animation",2012,tt1695360,8.3,141647,JP
"Downton Abbey",tv,"Drama, Romance",2010,tt1606375,8.7,229512,JP
"Love It or List It",tv,Reality-TV,2008,tt1773182,6.5,2671,JP
"Fearless Heart",tv,"Action, Crime, Drama",2012,tt2227061,7,392,US
"American Restoration",tv,Reality-TV,2010,tt1756927,6.6,3147,US
Aurora,tv,Crime,2010,tt1807106,6.9,232,US
"Black Cat",tv,"Action, Animation, Crime",2005,tt1085074,6.9,1310,JP
"Daphne in the Brilliant Blue",tv,"Action, Adventure, Animation",2004,tt1259073,7,96,JP
Planetes,tv,"Animation, Drama, Sci-Fi",2003,tt0816398,8.1,4033,JP
"Genji monogatari sennenki: Genji",tv,"Animation, Drama, History",2009,tt1516229,6.3,66,JP
"Mister Ajikko",tv,"Animation, Comedy",1987,tt1206627,7.2,67,JP
"Princess Tutu",tv,"Adventure, Animation, Comedy",2002,tt0444745,8,1187,JP
D.Gray-man,tv,"Action, Adventure, Animation",2006,tt0899258,7.7,4690,JP
"Magic Knight Rayearth",tv,"Action, Adventure, Animation",1994,tt0112057,7.6,1076,JP
"Urusei Yatsura",tv,"Action, Adventure, Animation",1981,tt0081954,7.5,1324,JP
"Kino's Journey",tv,"Adventure, Animation, Drama",2003,tt0433498,8.3,3351,JP
"Stratos 4",tv,"Action, Animation, Sci-Fi",2003,tt0429439,6.9,79,JP
"Aura Battler Dunbine",tv,"Action, Adventure, Animation",1983,tt0084976,7.1,144,JP
"Zeni geba",tv,Drama,2009,tt1360719,8.1,101,JP
"Paradise Kiss",tv,"Animation, Comedy, Drama",2005,tt0498443,7.7,2162,JP
Sola,tv,"Action, Animation, Drama",2007,tt1120961,6.8,207,JP
"IDOLM@STER: Xenoglossia",tv,"Action, Animation, Comedy",2007,tt1345978,5,61,JP
Blassreiter,tv,"Action, Animation, Sci-Fi",2008,tt1215996,6.6,269,JP
Downsized,tv,Reality-TV,2010,tt1713151,6.4,102,US
"The Only Way Is Essex",tv,Reality-TV,2010,tt1737565,3.1,2344,US
"Most Terrifying Places in America",tv,Adventure,2009,tt1579243,6.5,94,US
"My Ghost Story",tv,Documentary,2010,tt2341199,6.6,428,US
"The Killing",tv,"Crime, Drama, Mystery",2011,tt1637727,8.3,126396,US
"Teen Wolf",tv,"Action, Drama, Fantasy",2011,tt1567432,7.7,167228,US
"Daniel Deronda",tv,"Drama, Romance",2002,tt0321897,7.2,5295,US
Mother,tv,Drama,2010,tt1632065,8.2,542,JP
"Gold Rush",tv,Reality-TV,2010,tt1800864,7.2,5588,US
"Master Keaton",tv,"Action, Adventure, Animation",1998,tt0373563,7.9,263,JP
"Blade of the Immortal",tv,"Action, Adventure, Animation",2008,tt1208358,6.7,747,JP
"Jubei-chan: The Ninja Girl",tv,"Action, Adventure, Animation",1999,tt0192903,7.3,126,JP
"Tokyo Majin",tv,"Action, Animation, Drama",2007,tt3198020,6.2,169,US
"Phantom Thief Jeanne",tv,"Adventure, Animation, Comedy",1999,tt0272988,7.3,429,JP
"Tenjo Tenge",tv,"Action, Animation, Comedy",2004,tt0809815,6.8,1386,JP
Zegapain,tv,"Action, Animation, Romance",2006,tt0972751,7.3,143,JP
"Otogi Zoshi",tv,"Action, Animation",2004,tt0433504,6.8,120,JP
"Antique Bakery",tv,"Animation, Comedy, Romance",2008,tt5814872,7.1,98,JP
"To LOVE-Ru",tv,"Action, Animation, Comedy",2008,tt1216222,6.4,1776,JP
"Bengoshi no kuzu",tv,Drama,2006,tt1401207,7.4,33,JP
"Bokura no",tv,"Animation, Drama, Sci-Fi",2007,tt1132201,7.3,534,JP
"Madô kingu Granzort",tv,"Action, Adventure, Animation",1989,tt0462650,8.2,141,JP
,tv,"Animation, Sci-Fi & Fantasy",1996,,,,JP
Claymore,tv,"Action, Adventure, Animation",2007,tt0985344,8,15640,JP
Oishinbo,tv,"Animation, Comedy, Drama",1988,tt10857356,7.9,32,JP
Kurosagi,tv,"Action, Crime, Drama",2006,tt0824021,7.1,1459,JP
"Sôten Kôro",tv,"Action, Adventure, Animation",2009,tt4009874,6.9,42,JP
"The Law of Ueki",tv,"Action, Adventure, Animation",2005,tt0988935,7.2,430,JP
"The Magnificent Century",tv,"Biography, Drama, History",2011,tt1848220,6.9,19797,JP
"Storage Wars",tv,Reality-TV,2010,tt1785123,6.3,10551,US
"Teen Mom 2",tv,"Documentary, Reality-TV",2011,tt1821220,4.4,2389,JP
"Hetalia: Axis Powers",tv,"Animation, Comedy",2009,tt1356878,7.2,1446,JP
"Bobobo-bo Bo-bobo",tv,"Action, Adventure, Animation",2003,tt0450373,7.1,1031,JP
"My Strange Addiction",tv,"Biography, Documentary, Reality-TV",2010,tt1809014,5.7,1230,US
"My Princess",tv,"Comedy, Drama, Romance",2011,tt2375282,6.9,939,JP
"Face Off",tv,"Game-Show, Reality-TV",2011,tt1663641,8.2,7375,JP
"Tekkaman, the Space Knight",tv,"Action, Adventure, Animation",1975,tt0294211,7.6,94,JP
"Demon-man Bem",tv,"Adventure, Animation, Horror",1968,tt0409645,7.3,78,JP
"Honey and Clover",tv,"Animation, Comedy, Drama",2005,tt0478838,7.8,1406,JP
"Arakawa Under the Bridge",tv,"Animation, Comedy, Fantasy",2010,tt1639471,7.1,726,JP
"Cardfight!! Vanguard",tv,"Action, Animation, Fantasy",2011,tt2549176,5.8,158,JP
"Marmalade Boy",tv,"Animation, Comedy, Drama",1994,tt0108850,7.1,546,JP
"Magical Angel Creamy Mami",tv,"Adventure, Animation, Comedy",1983,tt0288987,7.2,273,JP
"Cardcaptor Sakura",tv,"Action, Adventure, Animation",1998,tt0221735,8,5817,JP
"Zatch Bell!",tv,"Action, Adventure, Animation",2003,tt0455295,7.2,1193,JP
Berserk,tv,"Action, Adventure, Animation",1997,tt0318871,8.7,58792,JP
"Romeo x Juliet",tv,"Animation, Drama, Family",2007,tt1081667,7.1,599,JP
